age,numberofdependents,zipcode,latitude,longitude,population,numberofreferrals,avgmonthlylongdistancecharges,avgmonthlygbdownload,monthlycharge,satisfactionscore,churnscore,cltv
49.0,0.0,94037.0,37.540582,-122.509594,2346.0,10.0,20.37,26.0,108.75,5.0,20.0,4582.0
63.0,0.0,94038.0,37.515556,-122.502311,3064.0,0.0,26.37,0.0,20.15,4.0,63.0,4402.0
24.0,0.0,94040.0,37.380662,-122.086022,32143.0,0.0,20.29,0.0,19.75,3.0,62.0,3926.0
42.0,0.0,94041.0,37.388349,-122.075299,13483.0,2.0,24.71,0.0,25.95,5.0,23.0,5072.0
24.0,2.0,94044.0,37.573633,-122.455167,38885.0,4.0,4.27,0.0,24.05,5.0,32.0,4722.0
32.0,2.0,94060.0,37.22565,-122.297533,2055.0,0.0,33.73,19.0,84.75,3.0,79.0,4240.0
42.0,2.0,94061.0,37.461251,-122.235414,35737.0,1.0,19.21,0.0,23.05,3.0,34.0,4922.0
45.0,0.0,94063.0,37.499411,-122.196318,32368.0,0.0,0.0,22.0,59.95,3.0,74.0,6251.0
58.0,1.0,94065.0,37.527497,-122.230941,10658.0,6.0,17.33,0.0,19.55,3.0,68.0,4424.0
23.0,0.0,94066.0,37.624436,-122.430661,39566.0,3.0,39.35,0.0,19.6,5.0,57.0,3778.0
56.0,3.0,94070.0,37.497915,-122.267361,28098.0,0.0,49.66,0.0,20.05,5.0,62.0,3810.0
63.0,3.0,94080.0,37.654436,-122.426468,60599.0,8.0,21.43,56.0,78.6,4.0,30.0,2939.0
25.0,2.0,94086.0,37.378541,-122.020456,64010.0,2.0,16.01,59.0,116.8,3.0,52.0,6252.0
29.0,0.0,94087.0,37.3511,-122.037311,50070.0,0.0,0.0,26.0,43.55,4.0,63.0,5808.0
23.0,0.0,94089.0,37.421633,-122.009613,16985.0,7.0,0.0,42.0,60.8,4.0,63.0,5683.0
58.0,3.0,94102.0,37.7795,-122.419233,28998.0,4.0,46.54,52.0,54.9,4.0,21.0,4412.0
21.0,0.0,94109.0,37.794487,-122.42227,56330.0,10.0,14.19,71.0,108.2,4.0,57.0,4773.0
55.0,0.0,94110.0,37.750021,-122.415201,74641.0,0.0,45.41,20.0,92.0,3.0,68.0,4200.0
26.0,0.0,94112.0,37.720498,-122.443119,73117.0,0.0,45.13,0.0,25.05,5.0,54.0,4868.0
64.0,0.0,94114.0,37.758085,-122.434801,30587.0,0.0,41.26,23.0,75.15,4.0,75.0,3345.0
50.0,0.0,94116.0,37.74441,-122.486764,42959.0,0.0,16.36,0.0,19.3,5.0,47.0,5626.0
57.0,0.0,94117.0,37.770533,-122.445121,38756.0,0.0,28.72,3.0,112.2,3.0,74.0,3091.0
35.0,0.0,94118.0,37.781304,-122.461522,38955.0,0.0,9.74,27.0,70.3,4.0,67.0,4275.0
46.0,0.0,94121.0,37.776718,-122.495781,42476.0,2.0,37.83,0.0,19.6,4.0,20.0,4890.0
29.0,0.0,94122.0,37.760412,-122.484966,55504.0,9.0,4.98,0.0,20.25,4.0,24.0,4964.0
48.0,3.0,94124.0,37.731505,-122.384532,33177.0,5.0,40.36,53.0,80.65,3.0,41.0,4618.0
51.0,0.0,94131.0,37.746699,-122.442833,27906.0,0.0,12.27,21.0,80.6,4.0,47.0,5447.0
52.0,0.0,94133.0,37.802071,-122.411004,26831.0,7.0,0.0,7.0,59.55,3.0,68.0,5980.0
62.0,0.0,94134.0,37.721052,-122.413573,40137.0,0.0,41.51,0.0,19.05,5.0,60.0,4336.0
58.0,0.0,94303.0,37.45809,-122.115398,45499.0,0.0,38.84,0.0,19.95,5.0,48.0,2732.0
45.0,2.0,94305.0,37.424342,-122.165641,13386.0,1.0,41.56,0.0,19.4,5.0,53.0,4194.0
61.0,1.0,94306.0,37.416159,-122.131337,24492.0,1.0,0.0,28.0,36.1,3.0,38.0,5092.0
59.0,0.0,94403.0,37.538309,-122.305109,37926.0,0.0,41.28,0.0,19.75,5.0,32.0,4099.0
63.0,1.0,94404.0,37.556094,-122.272437,31882.0,0.0,20.13,10.0,64.1,3.0,79.0,5056.0
62.0,3.0,94501.0,37.774633,-122.274434,58555.0,0.0,7.67,0.0,19.75,4.0,56.0,2610.0
47.0,1.0,94502.0,37.724817,-122.224363,13996.0,0.0,3.65,0.0,19.7,5.0,63.0,4235.0
51.0,3.0,94506.0,37.791481,-121.903253,19777.0,1.0,18.47,75.0,110.2,3.0,37.0,4108.0
38.0,2.0,94507.0,37.855717,-121.994813,15187.0,1.0,42.9,24.0,106.35,4.0,58.0,6315.0
63.0,0.0,94508.0,38.542448,-122.419923,3641.0,1.0,2.8,20.0,90.55,4.0,63.0,6161.0
32.0,2.0,94509.0,37.980057,-121.801599,90891.0,1.0,42.0,14.0,65.9,4.0,78.0,5289.0
26.0,0.0,94510.0,38.113533,-122.11926,25578.0,0.0,21.45,85.0,104.5,4.0,43.0,4908.0
34.0,3.0,94511.0,38.050558,-121.646924,2379.0,1.0,0.0,75.0,52.5,3.0,47.0,3303.0
54.0,0.0,94512.0,38.140719,-121.838298,138.0,0.0,36.88,27.0,56.1,3.0,27.0,3367.0
53.0,3.0,94513.0,37.908242,-121.682472,26577.0,1.0,11.39,56.0,88.75,4.0,48.0,5585.0
44.0,0.0,94517.0,37.881842,-121.848111,14239.0,1.0,14.15,0.0,26.0,4.0,76.0,6170.0
20.0,0.0,94518.0,37.950248,-122.022455,27394.0,1.0,12.39,46.0,99.4,4.0,59.0,4725.0
54.0,2.0,94521.0,37.971421,-121.971504,39888.0,1.0,14.8,23.0,73.15,3.0,58.0,2531.0
57.0,0.0,94523.0,37.95338,-122.076886,32685.0,0.0,9.32,20.0,54.65,5.0,58.0,4223.0
23.0,0.0,94526.0,37.815459,-121.977203,32873.0,1.0,1.67,59.0,115.55,3.0,38.0,5076.0
53.0,0.0,94536.0,37.572273,-121.964583,66543.0,4.0,2.95,26.0,91.15,4.0,33.0,4311.0
50.0,3.0,94538.0,37.505768,-121.962472,56126.0,5.0,1.53,57.0,89.7,4.0,44.0,2775.0
20.0,0.0,94541.0,37.674002,-122.076796,60274.0,8.0,37.45,48.0,92.4,3.0,59.0,5527.0
64.0,1.0,94542.0,37.656695,-122.048361,11147.0,9.0,21.91,0.0,19.9,4.0,41.0,2987.0
47.0,0.0,94546.0,37.708327,-122.083473,41698.0,0.0,40.59,0.0,18.85,4.0,78.0,2653.0
23.0,0.0,94547.0,37.991259,-122.214945,22479.0,0.0,15.22,0.0,25.75,4.0,67.0,2569.0
40.0,0.0,94550.0,37.571748,-121.659562,75929.0,0.0,43.19,0.0,20.95,3.0,77.0,5554.0
29.0,0.0,94552.0,37.722727,-122.02157,13212.0,4.0,47.64,59.0,97.05,5.0,66.0,5893.0
61.0,4.0,94553.0,38.014457,-122.115432,46677.0,8.0,19.56,0.0,25.4,3.0,26.0,5250.0
28.0,1.0,94555.0,37.555473,-122.080312,33883.0,3.0,14.93,0.0,19.7,5.0,79.0,5431.0
51.0,0.0,94556.0,37.827946,-122.107185,16510.0,0.0,0.0,20.0,35.0,3.0,45.0,5629.0
20.0,1.0,94558.0,38.489789,-122.27011,63947.0,1.0,44.79,52.0,101.25,5.0,25.0,5954.0
21.0,1.0,94561.0,37.999406,-121.686241,27607.0,9.0,25.69,26.0,73.85,3.0,76.0,5264.0
49.0,0.0,94563.0,37.873916,-122.20522,17964.0,3.0,22.41,21.0,88.05,3.0,30.0,2715.0
45.0,0.0,94566.0,37.633361,-121.862395,36669.0,0.0,26.25,0.0,20.1,5.0,57.0,5755.0
49.0,1.0,94568.0,37.713926,-121.928425,29636.0,7.0,21.16,23.0,110.3,3.0,45.0,5574.0
61.0,0.0,94572.0,38.027218,-122.23463,8506.0,0.0,15.97,19.0,85.15,4.0,52.0,2452.0
60.0,0.0,94577.0,37.717196,-122.159338,41871.0,0.0,44.29,15.0,73.55,3.0,56.0,2280.0
45.0,0.0,94578.0,37.704384,-122.126703,36568.0,0.0,13.51,14.0,46.0,4.0,38.0,3903.0
58.0,0.0,94580.0,37.676249,-122.132415,26240.0,0.0,42.66,0.0,24.6,5.0,62.0,4147.0
62.0,2.0,94583.0,37.766556,-121.976784,44078.0,7.0,31.53,0.0,19.75,4.0,58.0,4485.0
51.0,0.0,94585.0,38.197907,-122.017258,39279.0,0.0,27.3,13.0,86.35,3.0,74.0,5311.0
35.0,0.0,94586.0,37.587494,-121.862856,790.0,6.0,42.32,0.0,25.5,3.0,47.0,3146.0
54.0,0.0,94587.0,37.59485,-122.051521,66472.0,3.0,13.13,0.0,19.0,3.0,39.0,4066.0
44.0,0.0,94588.0,37.685052,-121.912061,28568.0,6.0,49.96,0.0,19.55,3.0,77.0,5758.0
59.0,3.0,94589.0,38.161321,-122.271588,42209.0,6.0,11.5,22.0,110.1,3.0,39.0,2283.0
42.0,0.0,94591.0,38.105733,-122.186338,51665.0,0.0,40.11,18.0,69.75,4.0,26.0,3080.0
34.0,0.0,94592.0,38.093701,-122.276589,159.0,0.0,0.0,8.0,50.6,4.0,62.0,2854.0
36.0,0.0,94595.0,37.862128,-122.075197,18024.0,0.0,0.0,9.0,65.6,3.0,75.0,4369.0
44.0,1.0,94598.0,37.916648,-122.008483,26022.0,1.0,1.62,30.0,82.1,4.0,32.0,2281.0
22.0,0.0,94599.0,38.421458,-122.365048,2873.0,0.0,15.18,46.0,79.1,5.0,75.0,3619.0
42.0,0.0,94603.0,37.739113,-122.175602,31392.0,0.0,47.43,22.0,90.65,3.0,55.0,6487.0
37.0,2.0,94605.0,37.758019,-122.138678,42854.0,0.0,11.27,0.0,20.55,3.0,69.0,2774.0
61.0,0.0,94606.0,37.792489,-122.244314,41876.0,0.0,18.42,13.0,75.75,3.0,56.0,6487.0
61.0,0.0,94607.0,37.80707,-122.297401,21054.0,0.0,33.11,10.0,110.0,4.0,78.0,6351.0
55.0,0.0,94608.0,37.83726,-122.287648,24589.0,5.0,44.82,0.0,20.85,4.0,67.0,4837.0
57.0,0.0,94610.0,37.808731,-122.238708,29964.0,0.0,33.75,10.0,70.15,3.0,75.0,4840.0
28.0,0.0,94612.0,37.809014,-122.269739,11702.0,0.0,39.05,58.0,67.45,3.0,55.0,4714.0
49.0,0.0,94618.0,37.84551,-122.235181,15438.0,0.0,36.28,0.0,20.75,3.0,76.0,2791.0
25.0,0.0,94621.0,37.750553,-122.197175,30751.0,0.0,30.99,42.0,69.9,4.0,80.0,4562.0
60.0,0.0,94702.0,37.866009,-122.286228,15638.0,1.0,31.13,5.0,51.1,5.0,33.0,4858.0
43.0,0.0,94705.0,37.858898,-122.240512,12448.0,0.0,39.08,0.0,25.55,5.0,27.0,6305.0
22.0,3.0,94706.0,37.890274,-122.295192,15882.0,6.0,8.53,73.0,60.0,3.0,52.0,4798.0
47.0,0.0,94707.0,37.897753,-122.279391,11889.0,4.0,22.42,21.0,90.55,4.0,48.0,5722.0
46.0,0.0,94708.0,37.897743,-122.263124,10737.0,0.0,36.52,20.0,76.4,4.0,41.0,4033.0
34.0,0.0,94804.0,37.921034,-122.341798,39089.0,2.0,32.11,16.0,69.0,4.0,23.0,4487.0
57.0,2.0,94805.0,37.941456,-122.320968,13984.0,0.0,13.54,21.0,48.65,5.0,68.0,3307.0
52.0,0.0,94904.0,37.946617,-122.563571,12010.0,0.0,20.3,13.0,80.65,3.0,70.0,5914.0
23.0,2.0,94920.0,37.885629,-122.46858,13065.0,8.0,26.44,0.0,20.55,4.0,32.0,5366.0
56.0,0.0,94922.0,38.343282,-122.9755,584.0,4.0,36.35,30.0,66.4,3.0,38.0,3773.0
36.0,0.0,94923.0,38.377165,-123.037957,1785.0,0.0,15.1,9.0,100.2,4.0,53.0,5419.0
23.0,0.0,94928.0,38.34719,-122.697822,42544.0,6.0,48.49,51.0,44.55,4.0,28.0,2422.0
43.0,0.0,94929.0,38.24458,-122.956268,330.0,0.0,41.57,0.0,20.35,5.0,52.0,3098.0
21.0,1.0,94930.0,37.971751,-122.611873,8486.0,0.0,34.58,27.0,91.8,3.0,37.0,5371.0
47.0,0.0,94933.0,38.010092,-122.689442,1025.0,0.0,47.17,0.0,20.2,4.0,65.0,5216.0
30.0,0.0,94937.0,38.099323,-122.945723,1004.0,10.0,42.66,85.0,50.35,3.0,74.0,3442.0
44.0,0.0,94938.0,38.021772,-122.691744,821.0,0.0,6.61,0.0,18.8,4.0,67.0,3010.0
21.0,0.0,94939.0,37.937082,-122.532369,6773.0,3.0,12.41,0.0,20.45,4.0,78.0,5184.0
59.0,1.0,94940.0,38.129308,-122.834815,406.0,1.0,13.32,21.0,64.75,3.0,73.0,4741.0
40.0,0.0,94941.0,37.901371,-122.572024,28727.0,0.0,14.45,19.0,98.7,5.0,71.0,5781.0
35.0,0.0,94946.0,38.065359,-122.665566,607.0,0.0,8.0,9.0,58.75,3.0,80.0,5198.0
62.0,0.0,94947.0,38.112166,-122.634384,24741.0,0.0,29.18,0.0,20.7,3.0,50.0,4074.0
25.0,0.0,94949.0,38.067204,-122.524004,13361.0,9.0,42.81,51.0,85.6,4.0,20.0,6483.0
50.0,0.0,94950.0,38.052209,-122.775567,248.0,0.0,31.34,26.0,80.3,3.0,74.0,5554.0
51.0,0.0,94951.0,38.325599,-122.642352,3777.0,5.0,10.07,20.0,79.8,4.0,52.0,4073.0
55.0,0.0,94963.0,38.00474,-122.663717,548.0,7.0,11.27,19.0,80.9,4.0,36.0,5733.0
31.0,2.0,94964.0,37.942551,-122.491642,6448.0,8.0,48.7,0.0,24.5,5.0,59.0,5077.0
25.0,2.0,94965.0,37.848641,-122.515692,11213.0,7.0,18.63,0.0,20.15,3.0,40.0,3960.0
52.0,2.0,94970.0,37.921137,-122.657562,781.0,7.0,13.06,0.0,20.05,4.0,60.0,2010.0
64.0,3.0,94971.0,38.240769,-122.901041,384.0,6.0,16.13,0.0,19.6,5.0,56.0,6444.0
27.0,0.0,94972.0,38.339996,-122.935056,66.0,0.0,4.32,73.0,114.3,3.0,52.0,5303.0
27.0,0.0,94973.0,38.005839,-122.638155,1449.0,0.0,1.03,47.0,100.3,3.0,64.0,4868.0
20.0,0.0,95002.0,37.449537,-121.994813,2147.0,1.0,45.1,41.0,80.0,3.0,80.0,2640.0
57.0,0.0,95003.0,37.013471,-121.877877,24227.0,5.0,7.91,0.0,20.85,5.0,71.0,5972.0
30.0,0.0,95004.0,36.878364,-121.629781,3373.0,5.0,28.36,82.0,89.95,4.0,64.0,5672.0
23.0,3.0,95005.0,37.078873,-122.090386,6407.0,4.0,20.05,0.0,20.0,4.0,27.0,3763.0
34.0,0.0,95008.0,37.279689,-121.954567,44976.0,9.0,34.02,18.0,80.0,3.0,56.0,5540.0
31.0,0.0,95012.0,36.784481,-121.759054,8582.0,0.0,22.53,0.0,20.35,5.0,40.0,3721.0
21.0,2.0,95017.0,37.114335,-122.237162,857.0,0.0,47.25,0.0,20.25,3.0,48.0,2448.0
58.0,0.0,95018.0,37.089111,-122.062213,8728.0,0.0,30.07,0.0,19.4,3.0,44.0,3561.0
45.0,0.0,95019.0,36.936228,-121.785559,4753.0,0.0,17.26,19.0,100.4,3.0,37.0,3778.0
21.0,3.0,95020.0,37.03889,-121.528955,49968.0,9.0,42.58,82.0,57.95,3.0,41.0,5036.0
33.0,0.0,92027.0,33.141265,-116.967221,48690.0,0.0,39.19,20.0,59.5,5.0,53.0,4011.0
57.0,3.0,95030.0,37.222842,-121.988727,13290.0,10.0,32.78,0.0,19.2,5.0,46.0,3007.0
40.0,0.0,95033.0,37.160194,-121.945611,10172.0,0.0,11.85,18.0,59.55,4.0,39.0,3949.0
33.0,0.0,95039.0,36.863303,-121.781632,899.0,10.0,44.27,8.0,103.95,3.0,56.0,5096.0
49.0,1.0,95041.0,37.051166,-122.056194,77.0,9.0,22.67,29.0,68.95,3.0,60.0,4858.0
33.0,0.0,95043.0,36.525703,-120.952122,813.0,0.0,43.14,20.0,103.1,3.0,46.0,6183.0
20.0,2.0,95045.0,36.810568,-121.503022,3402.0,3.0,0.0,76.0,24.7,3.0,52.0,3872.0
29.0,1.0,95051.0,37.348129,-121.98469,52986.0,9.0,33.28,51.0,62.45,3.0,74.0,5442.0
21.0,0.0,95054.0,37.393554,-121.965114,13031.0,0.0,27.91,59.0,89.55,5.0,41.0,2007.0
43.0,0.0,95062.0,36.974575,-121.991149,36631.0,0.0,42.41,4.0,78.9,4.0,64.0,3801.0
61.0,1.0,95064.0,37.007882,-122.065975,4563.0,0.0,14.37,0.0,20.35,3.0,42.0,4577.0
26.0,1.0,95065.0,37.031404,-121.981865,8365.0,8.0,38.99,73.0,71.45,3.0,30.0,5656.0
56.0,0.0,95070.0,37.257772,-122.051824,30589.0,3.0,10.5,2.0,94.65,5.0,36.0,3050.0
44.0,0.0,95073.0,37.023669,-121.946461,9823.0,2.0,0.0,14.0,49.9,3.0,68.0,5866.0
40.0,0.0,95076.0,36.931654,-121.752383,81141.0,0.0,32.22,0.0,25.45,3.0,48.0,4163.0
38.0,2.0,95111.0,37.284265,-121.827673,57748.0,0.0,8.68,0.0,20.75,3.0,39.0,2143.0
43.0,0.0,95112.0,37.343827,-121.883119,52334.0,9.0,37.71,15.0,66.1,3.0,73.0,5933.0
29.0,0.0,95113.0,37.333851,-121.891147,561.0,5.0,7.6,52.0,75.4,3.0,64.0,4852.0
54.0,3.0,95118.0,37.255479,-121.889838,31926.0,5.0,43.05,0.0,21.05,3.0,78.0,2158.0
19.0,0.0,95119.0,37.233226,-121.78809,10155.0,0.0,36.39,26.0,69.35,3.0,60.0,2450.0
28.0,0.0,95120.0,37.186141,-121.843554,37090.0,10.0,13.97,48.0,88.85,3.0,70.0,4014.0
44.0,0.0,95121.0,37.304681,-121.809955,37127.0,0.0,12.17,16.0,97.0,5.0,23.0,4126.0
19.0,0.0,95122.0,37.32886,-121.834567,59841.0,0.0,45.72,51.0,66.4,5.0,69.0,3843.0
52.0,3.0,95124.0,37.257063,-121.923037,45257.0,8.0,2.96,76.0,69.2,3.0,24.0,2871.0
30.0,3.0,95125.0,37.294926,-121.894763,46185.0,0.0,27.23,69.0,79.5,4.0,64.0,5040.0
49.0,0.0,95126.0,37.327069,-121.916819,27023.0,0.0,11.11,27.0,100.65,3.0,52.0,5499.0
44.0,1.0,95128.0,37.316146,-121.936285,32804.0,3.0,8.36,19.0,79.7,3.0,41.0,4848.0
49.0,1.0,95129.0,37.305622,-122.000887,37570.0,3.0,46.66,17.0,61.4,3.0,51.0,2649.0
35.0,0.0,95130.0,37.277592,-121.986477,13481.0,0.0,34.12,20.0,69.8,4.0,68.0,2421.0
26.0,0.0,95131.0,37.387027,-121.897775,26389.0,0.0,0.0,69.0,40.55,3.0,24.0,4050.0
36.0,0.0,95132.0,37.424655,-121.74841,40568.0,0.0,23.5,22.0,75.65,5.0,31.0,5396.0
19.0,0.0,95133.0,37.371862,-121.860349,26032.0,2.0,27.83,52.0,90.7,3.0,73.0,4839.0
31.0,0.0,95134.0,37.42765,-121.945416,9657.0,7.0,46.71,8.0,80.5,5.0,76.0,3591.0
52.0,3.0,95135.0,37.28682,-121.723877,15798.0,0.0,36.48,20.0,60.6,3.0,33.0,2463.0
27.0,0.0,95136.0,37.270938,-121.851046,36944.0,0.0,10.05,48.0,101.15,3.0,35.0,5301.0
46.0,2.0,95138.0,37.246064,-121.749494,14792.0,7.0,16.85,0.0,24.95,4.0,37.0,5461.0
30.0,2.0,95139.0,37.218705,-121.762429,7023.0,8.0,19.18,0.0,20.3,3.0,73.0,2948.0
64.0,0.0,95140.0,37.382909,-121.634151,38.0,0.0,21.64,13.0,60.0,5.0,73.0,4614.0
49.0,0.0,95148.0,37.339533,-121.777179,44103.0,10.0,45.75,0.0,20.25,5.0,61.0,5940.0
35.0,0.0,95203.0,37.954089,-121.329761,16357.0,0.0,40.87,21.0,44.75,5.0,30.0,4118.0
49.0,0.0,95205.0,37.965695,-121.260051,34138.0,0.0,23.62,21.0,98.0,4.0,75.0,5989.0
25.0,0.0,95207.0,38.002125,-121.324979,49965.0,2.0,24.01,48.0,107.7,3.0,53.0,5015.0
23.0,0.0,95210.0,38.033219,-121.297433,40611.0,0.0,35.47,51.0,104.7,5.0,75.0,6186.0
31.0,0.0,95219.0,38.029729,-121.387999,19109.0,0.0,31.15,5.0,86.45,4.0,54.0,5950.0
26.0,0.0,95222.0,38.071327,-120.632221,4264.0,0.0,22.54,0.0,19.4,5.0,54.0,4402.0
38.0,0.0,95224.0,38.208336,-120.339938,115.0,2.0,26.64,0.0,24.95,5.0,72.0,6146.0
50.0,2.0,95225.0,38.183918,-120.898817,27.0,1.0,38.82,19.0,75.0,3.0,48.0,4040.0
55.0,0.0,95228.0,37.943954,-120.67108,2633.0,6.0,31.79,19.0,78.2,5.0,79.0,2831.0
50.0,0.0,95230.0,37.956963,-120.863055,596.0,0.0,2.05,17.0,94.2,5.0,60.0,4561.0
35.0,0.0,95236.0,38.047746,-121.030499,3148.0,0.0,0.0,5.0,50.05,3.0,35.0,4529.0
45.0,0.0,95240.0,38.123544,-121.159078,45755.0,3.0,17.03,15.0,69.55,4.0,75.0,2478.0
34.0,0.0,95245.0,38.304194,-120.592431,2718.0,0.0,15.37,22.0,90.1,3.0,25.0,6435.0
22.0,0.0,95246.0,38.264262,-120.515133,1692.0,0.0,26.76,46.0,44.65,4.0,65.0,4300.0
25.0,3.0,95249.0,38.196497,-120.61689,3930.0,8.0,24.08,41.0,80.35,3.0,33.0,5954.0
33.0,0.0,95251.0,38.055562,-120.456298,460.0,0.0,0.0,28.0,53.35,4.0,42.0,5461.0
60.0,0.0,95252.0,38.156971,-120.849231,11266.0,0.0,40.98,0.0,19.55,4.0,46.0,3889.0
59.0,1.0,95255.0,38.41935,-120.469545,2198.0,1.0,11.75,21.0,48.95,3.0,35.0,2394.0
50.0,0.0,95257.0,38.392686,-120.415951,435.0,0.0,41.38,5.0,54.2,4.0,68.0,3167.0
64.0,0.0,95258.0,38.169605,-121.310964,4176.0,0.0,41.23,0.0,24.45,4.0,26.0,6196.0
37.0,0.0,95303.0,37.4695,-120.672724,809.0,1.0,0.0,7.0,40.15,4.0,68.0,4348.0
58.0,0.0,95306.0,37.394411,-120.127262,986.0,1.0,11.74,0.0,25.6,3.0,38.0,4879.0
63.0,0.0,95307.0,37.553469,-120.952825,32881.0,0.0,14.42,27.0,70.35,5.0,32.0,2722.0
19.0,0.0,95310.0,38.085839,-120.37855,2144.0,1.0,23.27,58.0,91.7,3.0,39.0,5453.0
60.0,0.0,95311.0,37.722127,-120.110174,2271.0,0.0,14.52,27.0,89.2,3.0,23.0,5536.0
55.0,2.0,95312.0,37.420273,-120.66527,55.0,1.0,16.68,0.0,24.1,3.0,21.0,4463.0
53.0,2.0,95315.0,37.422961,-120.765493,10159.0,10.0,17.07,25.0,53.85,4.0,36.0,4954.0
58.0,0.0,95317.0,37.127386,-120.506422,808.0,0.0,1.61,0.0,19.75,5.0,33.0,5809.0
19.0,2.0,95318.0,37.654551,-119.822984,579.0,7.0,41.58,0.0,24.05,4.0,41.0,4039.0
45.0,2.0,95320.0,37.818543,-121.006907,11474.0,0.0,30.22,0.0,25.3,4.0,78.0,3416.0
46.0,0.0,95321.0,37.902968,-119.667544,3680.0,0.0,13.72,26.0,84.3,5.0,43.0,5828.0
41.0,1.0,95323.0,37.605926,-120.69955,1055.0,1.0,15.58,20.0,89.75,3.0,60.0,5096.0
37.0,1.0,95325.0,37.479926,-120.230424,128.0,8.0,49.19,0.0,20.0,5.0,72.0,5837.0
37.0,1.0,95327.0,37.84771,-120.486589,9559.0,3.0,43.08,19.0,103.9,5.0,28.0,4079.0
23.0,0.0,95328.0,37.555631,-120.911653,2130.0,0.0,29.79,0.0,20.7,4.0,45.0,3733.0
36.0,0.0,95333.0,37.249377,-120.249581,3256.0,0.0,34.37,0.0,20.15,5.0,65.0,4422.0
60.0,0.0,95334.0,37.361987,-120.748394,12672.0,8.0,26.98,0.0,26.0,4.0,20.0,5374.0
34.0,0.0,95336.0,37.830267,-121.201018,36738.0,0.0,33.54,14.0,66.05,3.0,59.0,4157.0
27.0,2.0,95337.0,37.750822,-121.238423,19867.0,2.0,49.51,0.0,19.9,4.0,43.0,5657.0
61.0,0.0,95340.0,37.255637,-120.493537,59289.0,0.0,21.19,24.0,68.15,3.0,66.0,3371.0
25.0,1.0,95345.0,37.581496,-119.972762,433.0,0.0,45.92,73.0,80.85,5.0,24.0,3913.0
62.0,0.0,95350.0,37.671806,-121.007575,52872.0,0.0,33.84,5.0,80.6,5.0,70.0,2951.0
60.0,0.0,95351.0,37.621458,-121.012295,47536.0,0.0,10.43,29.0,83.2,3.0,36.0,4096.0
59.0,3.0,95354.0,37.639029,-120.964772,27135.0,1.0,44.61,53.0,87.55,4.0,43.0,5341.0
20.0,0.0,95357.0,37.670526,-120.877572,13343.0,10.0,8.01,73.0,109.4,5.0,65.0,6026.0
50.0,0.0,95360.0,37.343846,-121.039391,8504.0,3.0,0.0,30.0,45.55,4.0,27.0,5565.0
45.0,0.0,95361.0,37.785033,-120.776141,25384.0,2.0,22.89,0.0,20.7,5.0,78.0,2492.0
22.0,0.0,95365.0,37.329725,-120.306399,4150.0,0.0,46.33,85.0,93.4,3.0,66.0,3224.0
34.0,0.0,95366.0,37.750778,-121.13238,12646.0,0.0,30.06,5.0,73.75,3.0,78.0,2070.0
35.0,0.0,95368.0,37.713152,-121.08739,12466.0,0.0,32.83,24.0,88.15,4.0,59.0,4112.0
22.0,0.0,95370.0,37.982716,-120.343732,25340.0,4.0,33.01,0.0,19.65,4.0,26.0,4994.0
37.0,0.0,95376.0,37.680968,-121.446049,69801.0,4.0,10.46,3.0,105.15,5.0,32.0,5707.0
32.0,0.0,95379.0,37.939768,-120.188002,3979.0,0.0,49.19,17.0,49.0,3.0,45.0,5289.0
27.0,0.0,95383.0,38.107441,-120.230625,4848.0,1.0,0.0,52.0,49.8,5.0,24.0,5575.0
52.0,0.0,92027.0,33.141265,-116.967221,48690.0,0.0,2.29,0.0,20.95,3.0,62.0,2285.0
27.0,1.0,95401.0,38.460517,-122.790335,36125.0,8.0,39.53,0.0,19.5,4.0,72.0,2446.0
45.0,0.0,95404.0,38.526941,-122.709096,35057.0,0.0,9.82,13.0,44.15,4.0,64.0,3103.0
22.0,1.0,95407.0,38.394091,-122.739814,30876.0,8.0,14.75,52.0,105.5,4.0,56.0,4271.0
37.0,2.0,95410.0,39.225694,-123.717354,1054.0,0.0,49.78,19.0,92.7,4.0,41.0,2347.0
37.0,1.0,95412.0,38.731055,-123.316553,747.0,8.0,2.57,0.0,26.25,4.0,36.0,5098.0
39.0,3.0,95415.0,39.025867,-123.381544,1374.0,4.0,23.52,53.0,96.95,5.0,66.0,6484.0
32.0,0.0,95417.0,39.710591,-123.682799,176.0,0.0,45.99,0.0,20.45,4.0,41.0,2392.0
58.0,0.0,95420.0,39.361283,-123.784599,333.0,0.0,43.12,6.0,115.8,3.0,80.0,6479.0
40.0,0.0,95421.0,38.578807,-123.19338,1575.0,0.0,16.05,18.0,108.2,3.0,67.0,2102.0
32.0,3.0,95422.0,38.965804,-122.631779,13485.0,3.0,31.7,0.0,20.2,3.0,60.0,4821.0
62.0,0.0,95425.0,38.801936,-122.938935,9210.0,0.0,0.0,17.0,54.9,4.0,80.0,5677.0
56.0,0.0,95427.0,39.239818,-123.565432,371.0,0.0,6.93,0.0,20.15,5.0,76.0,5761.0
22.0,3.0,95428.0,39.83307,-123.178765,2296.0,9.0,30.46,82.0,90.35,3.0,27.0,2993.0
62.0,3.0,95429.0,39.756049,-123.358701,91.0,1.0,12.41,53.0,55.75,4.0,38.0,5681.0
45.0,3.0,95430.0,38.445603,-123.063756,187.0,5.0,4.91,29.0,114.6,4.0,71.0,4071.0
