customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
2320-SLKMB,Female,0.4426229508196721,No,No,No,No,0.0,United States,California,Baker,0.37534558464791024,0.2906235491769934,0.8121067963691053,0.008482626289492173,Q3,No,0.0,,No,0.0,No,Yes,Cable,0.34117647058823525,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.26069651741293537,0.7499999999999999,Stayed,No,0.23076923076923078,0.23949299533022012,,,2025-03-13,2023-01-13 00:00:00,0.352112676056338,False,0.1631717816969866
4980-URKXC,Male,0.1147540983606557,Yes,No,Yes,No,0.0,United States,California,Fort Irwin,0.3755082127175151,0.2969725925148669,0.7450277099276446,0.089803750213728,Q3,Yes,0.09090909090909091,,Yes,0.252250450090018,No,No,,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,0.025870646766169236,0.7499999999999999,Stayed,No,0.8021978021978021,0.8318879252835223,,,2025-03-13,2022-03-13 00:00:00,0.49295774647887325,False,0.0868629357033745
4376-KFVRS,Male,0.5409836065573771,No,No,Yes,No,0.0,United States,California,Barstow,0.37567084078711993,0.2561921537897107,0.7221530338267781,0.2971483937154473,Q3,Yes,0.4545454545454546,Offer A,Yes,0.615123024604921,Yes,Yes,Fiber Optic,0.03529411764705878,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.9532338308457711,0.4999999999999999,Stayed,No,0.3736263736263736,0.6313097620635979,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.8599500069434802
3653-NCRDJ,Male,0.32786885245901637,No,No,Yes,Yes,0.11111111111111112,United States,California,Sacramento,0.9464953651000163,0.6452344327987021,0.288640487765163,0.3364078499914509,Q3,Yes,0.9090909090909091,,Yes,0.2994598919783957,No,No,,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,0.009452736318407984,0.7499999999999999,Stayed,No,0.7582417582417582,0.7985323549032688,,,2025-03-13,2021-08-13 00:00:00,0.5915492957746479,False,0.09179280655464517
5886-VLQVU,Male,0.180327868852459,No,No,Yes,No,0.0,United States,California,Grand Terrace,0.3759960969263295,0.1566340810556844,0.6919108735633717,0.1046127248893364,Q3,No,0.0,,Yes,0.49669933986797354,Yes,Yes,Fiber Optic,0.6,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.7124378109452736,0.4999999999999999,Stayed,No,0.8021978021978021,0.6542139203913719,,,2025-03-13,2022-04-13 00:00:00,0.4788732394366197,False,0.6508123871684488
3577-AMVUX,Male,0.6557377049180328,No,No,No,No,0.0,United States,California,Big Bear City,0.37615872499593433,0.1831899028512705,0.7446771128887842,0.09392632558846438,Q3,No,0.0,,Yes,0.2930586117223445,No,Yes,Cable,0.17647058823529407,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,0.3661691542288557,0.7499999999999999,Joined,No,0.2967032967032967,0.21325327996442067,,,2025-03-13,2025-02-13 00:00:00,0.0,False,0.33849465352034447
0771-WLCLA,Female,0.4918032786885246,No,No,Yes,Yes,0.11111111111111112,United States,California,Big Bear Lake,0.37632135306553915,0.17926604289317205,0.7323908828545882,0.051636681421813546,Q3,Yes,0.7272727272727273,Offer D,Yes,0.9291858371674335,Yes,Yes,Fiber Optic,0.14117647058823524,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9422885572139303,0.4999999999999999,Stayed,No,0.7142857142857142,0.15121191905714915,,,2025-03-13,2023-11-13 00:00:00,0.21126760563380284,True,0.9613248159977783
0206-TBWLC,Female,0.7213114754098361,No,No,Yes,No,0.0,United States,California,Calimesa,0.3771344934135632,0.15170249212788187,0.7166014523858264,0.0695613351824762,Q3,Yes,0.6363636363636364,Offer B,Yes,0.22804560912182437,Yes,Yes,Fiber Optic,0.30588235294117644,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.9592039800995025,0.7499999999999999,Stayed,No,0.6813186813186812,0.5525906159661996,,,2025-03-13,2020-09-13 00:00:00,0.7464788732394365,True,0.7297597555895016
2937-FTHUR,Female,0.42622950819672134,No,No,No,Yes,0.3333333333333334,United States,California,Cedar Glen,0.377297121483168,0.18066351069639638,0.7049254036540253,0.004217565590744182,Q3,No,0.0,Offer D,Yes,0.8491698339667935,Yes,Yes,DSL,0.3294117647058823,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.46318407960199004,0.7499999999999999,Stayed,No,0.3516483516483516,0.10295752724038237,,,2025-03-13,2023-09-13 00:00:00,0.23943661971830987,False,0.5992223302319123
1910-FMXJM,Female,0.6557377049180328,No,No,Yes,No,0.0,United States,California,Colton,0.3777850056919825,0.1568190634807592,0.6952753784424968,0.4957634363660543,Q3,Yes,0.7272727272727273,,Yes,0.9867973594718944,No,Yes,Fiber Optic,0.2705882352941176,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.618407960199005,0.4999999999999999,Stayed,No,0.32967032967032966,0.7874138314431842,,,2025-03-13,2022-03-13 00:00:00,0.49295774647887325,False,0.7553117622552425
0732-OCQOC,Female,0.180327868852459,No,No,Yes,No,0.0,United States,California,Death Valley,0.37843551797040176,0.39559150735055293,0.7190054757044859,0.004103577331534852,Q3,Yes,0.9090909090909091,Offer B,Yes,0.10642128425685138,Yes,No,,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,0.06766169154228857,0.7499999999999999,Stayed,No,0.40659340659340654,0.8163219924394041,,,2025-03-13,2020-11-13 00:00:00,0.7183098591549295,False,0.06540758228023885
5168-MSWXT,Male,0.1147540983606557,Yes,No,Yes,Yes,0.3333333333333334,United States,California,Essex,0.37908603024882104,0.2538481925781867,0.8916750119775779,0.0009878982464806285,Q3,Yes,0.36363636363636365,,Yes,0.44288857771554313,No,Yes,Fiber Optic,0.9647058823529411,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7611940298507462,0.9999999999999998,Stayed,No,0.4285714285714285,0.7787413831443184,,,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,True,0.6661574781280378
1090-ESELR,Male,0.45901639344262296,No,No,Yes,No,0.0,United States,California,Fawnskin,0.3792486583184258,0.18275179217671028,0.728477234588694,0.0038281057051123557,Q3,Yes,0.7272727272727273,Offer A,Yes,0.5451090218043608,No,Yes,Fiber Optic,0.22352941176470584,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.8681592039800995,0.4999999999999999,Stayed,No,0.21978021978021972,0.7851901267511674,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.7762810720733232
8592-PLTMQ,Female,0.5573770491803279,No,No,No,No,0.0,United States,California,Fontana,0.37957391445763544,0.16284087928737992,0.6763907221972547,0.7847996656344396,Q3,No,0.0,Offer B,Yes,0.08061612322464495,Yes,No,,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,0.06417910447761199,0.9999999999999998,Stayed,No,0.2967032967032967,0.8120969535245719,,,2025-03-13,2019-11-13 00:00:00,0.8873239436619718,False,0.05402027496181083
8847-GEOOQ,Male,0.2459016393442623,No,No,Yes,No,0.0,United States,California,Fontana,0.3798991705968451,0.15881304644898037,0.6759158729346905,0.2834128084807265,Q3,Yes,0.9090909090909091,Offer B,No,0.0,No,Yes,DSL,0.023529411764705827,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.41741293532338314,0.9999999999999998,Stayed,No,0.7802197802197801,0.7462752946408716,,,2025-03-13,2020-03-13 00:00:00,0.8309859154929576,False,0.2725315928343286
4785-FCIFB,Female,0.016393442622950782,Yes,No,Yes,No,0.0,United States,California,Forest Falls,0.3802244267360547,0.16072963447153857,0.7318100828503146,0.008995573455934075,Q3,Yes,0.9090909090909091,Offer B,Yes,0.40188037607521504,Yes,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,0.06119402985074629,0.9999999999999998,Stayed,No,0.19780219780219777,0.6442072492772959,,,2025-03-13,2020-02-13 00:00:00,0.8450704225352113,False,0.1634495208998749
8313-NDOIA,Female,0.4754098360655738,No,No,No,No,0.0,United States,California,Green Valley Lake,0.38054968287526436,0.17951619441397734,0.7151148774132116,0.002906700609837193,Q3,No,0.0,,Yes,0.7759551910382076,Yes,Yes,Fiber Optic,0.047058823529411736,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.854726368159204,0.9999999999999998,Stayed,No,0.6153846153846153,0.8472314876584389,,,2025-03-13,2023-03-13 00:00:00,0.323943661971831,True,0.8470351340091654
5149-CUZUJ,Male,0.2622950819672131,No,No,Yes,No,0.0,United States,California,Helendale,0.3807123109448691,0.23409366425626107,0.6886701262733018,0.04689666964302677,Q3,Yes,0.09090909090909091,,Yes,0.5469093818763753,No,Yes,Fiber Optic,0.188235294117647,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.7427860696517414,0.4999999999999999,Stayed,No,0.5054945054945055,0.007560595952857407,,,2025-03-13,2022-11-13 00:00:00,0.38028169014084506,True,0.6894181363699488
0942-KOWSM,Female,0.08196721311475408,Yes,No,Yes,No,0.0,United States,California,Hesperia,0.38120019515368353,0.19195211634246387,0.6889135854472953,0.6507209757394988,Q3,Yes,0.36363636363636365,Offer C,Yes,0.3188637727545509,No,Yes,DSL,0.6235294117647058,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.6223880597014925,0.9999999999999998,Stayed,No,0.4505494505494505,0.505003335557038,,,2025-03-13,2022-09-13 00:00:00,0.4084507042253521,True,0.526246354672962
4237-CLSMM,Male,0.42622950819672134,No,No,Yes,No,0.0,United States,California,Highland,0.3813628232232884,0.16731862340331752,0.7070401646302404,0.45817580789178713,Q3,Yes,0.9090909090909091,,Yes,0.687737547509502,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,0.017412935323383116,0.7499999999999999,Joined,No,0.7912087912087912,0.6270847231487658,,,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.23212053881405362
1452-VOQCH,Male,0.6885245901639345,No,No,No,No,0.0,United States,California,Hinkley,0.38152545129289317,0.25812277496175745,0.6986285067247069,0.01825711951668979,Q3,No,0.0,,Yes,0.09061812362472493,Yes,Yes,Fiber Optic,0.3294117647058823,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5656716417910447,0.4999999999999999,Joined,No,0.25274725274725274,0.4707582832999777,,,2025-03-13,2025-02-13 00:00:00,0.0,False,0.40744341063741146
4719-UMSIY,Male,0.5409836065573771,No,No,No,Yes,0.22222222222222227,United States,California,Lake Arrowhead,0.38233859164091727,0.1808013970212943,0.7031747927060392,0.09291942929878223,Q3,No,0.0,,Yes,0.3100620124024805,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,0.013930348258706482,0.9999999999999998,Stayed,No,0.31868131868131866,0.05070046697798525,,,2025-03-13,2024-09-13 00:00:00,0.07042253521126762,False,0.09859741702541308
6614-VBEGU,Female,0.06557377049180324,Yes,No,Yes,No,0.0,United States,California,Loma Linda,0.38266384778012685,0.1587751994700574,0.6969795926604537,0.17152383304519636,Q3,Yes,0.7272727272727273,Offer C,Yes,0.881376275255051,No,Yes,DSL,0.6941176470588235,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.509452736318408,0.9999999999999998,Stayed,No,0.32967032967032966,0.49032688458972645,,,2025-03-13,2023-03-13 00:00:00,0.323943661971831,True,0.6426885154839607
2996-XAUVF,Male,0.09836065573770492,Yes,No,No,No,0.0,United States,California,Needles,0.3841275004065702,0.2291438960211665,0.9496110737222276,0.052026141307445345,Q3,No,0.0,Offer A,No,0.0,No,Yes,DSL,0.6941176470588235,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,0.2169154228855721,0.9999999999999998,Stayed,No,0.5714285714285714,0.6786746720035579,,,2025-03-13,2019-05-13 00:00:00,0.9718309859154929,False,0.13262046937925281
5968-XQIVE,Male,0.21311475409836064,No,No,Yes,No,0.0,United States,California,Temecula,0.42136932834607255,0.10114785847228563,0.719386641164624,0.43847483709177953,Q3,Yes,0.18181818181818182,Offer A,Yes,0.23144628925785157,Yes,Yes,Fiber Optic,0.2117647058823529,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.7109452736318408,0.4999999999999999,Stayed,No,0.7802197802197801,0.892372692906382,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.5577003194000835
8896-RAZCR,Female,0.3770491803278688,No,No,No,No,0.0,United States,California,Oro Grande,0.3849406407545943,0.22241808388187545,0.692925270300523,0.008530121397496065,Q3,No,0.0,Offer B,Yes,0.2690538107621524,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,0.016417910447761253,0.9999999999999998,Stayed,No,0.6373626373626373,0.17923059817656212,,,2025-03-13,2021-07-13 00:00:00,0.6056338028169014,False,0.08609915289543113
1304-BCCFO,Male,0.08196721311475408,Yes,No,Yes,No,0.0,United States,California,Redlands,0.3859164091722232,0.16034414810756087,0.7058648137784644,0.348272127970819,Q3,Yes,0.18181818181818182,,Yes,0.29825965193038606,No,Yes,Cable,0.9647058823529411,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.5154228855721392,0.4999999999999999,Stayed,No,0.7032967032967032,0.6442072492772959,,,2025-03-13,2024-06-13 00:00:00,0.11267605633802824,True,0.44445215942230243
4104-PVRPS,Male,0.6065573770491803,No,No,Yes,No,0.0,United States,California,Rialto,0.3862416653114328,0.16520280718271876,0.6848185051923281,0.7207002678724093,Q3,Yes,0.6363636363636364,Offer C,Yes,0.02040408081616324,No,Yes,Cable,0.03529411764705878,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,0.35174129353233835,0.4999999999999999,Stayed,No,0.4615384615384615,0.21658883700244602,,,2025-03-13,2023-03-13 00:00:00,0.323943661971831,False,0.23378697403138454
4431-EDMIQ,Female,0.45901639344262296,No,No,Yes,Yes,0.3333333333333334,United States,California,Sugarloaf,0.387867946007481,0.17937554398387734,0.7391184087088938,0.017316716378213054,Q3,Yes,0.7272727272727273,,Yes,0.3244648929785957,No,Yes,DSL,0.6235294117647058,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5716417910447762,0.4999999999999999,Stayed,No,0.3516483516483516,0.21058483433400038,,,2025-03-13,2024-08-13 00:00:00,0.08450704225352118,True,0.49277878072489933
0486-LGCCH,Male,0.4754098360655738,No,No,Yes,Yes,0.22222222222222227,United States,California,Victorville,0.3891689705643194,0.2138173579215379,0.6864582190521199,0.11467218876455726,Q3,Yes,0.18181818181818182,Offer D,Yes,0.8153630726145229,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,0.013930348258706482,0.4999999999999999,Stayed,No,0.30769230769230765,0.3044251723371136,,,2025-03-13,2024-04-13 00:00:00,0.14084507042253525,False,0.2739897236494931
5168-MQQCA,Female,0.5081967213114754,No,No,Yes,No,0.0,United States,California,Yucaipa,0.3899821109123435,0.15841958670461126,0.7211325036199839,0.3948173338146171,Q3,Yes,0.18181818181818182,Offer A,Yes,0.7689537907581516,Yes,Yes,Fiber Optic,0.188235294117647,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.8980099502487562,0.7499999999999999,Stayed,No,0.5604395604395603,0.9528574605292417,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.8748090542980143
7971-HLVXI,Male,0.7049180327868853,No,No,Yes,Yes,0.22222222222222227,United States,California,San Bernardino,0.3907952512603676,0.1730178893951812,0.7003680378565664,0.5093850333415658,Q3,Yes,0.36363636363636365,Offer A,Yes,0.8801760352070414,Yes,Yes,Fiber Optic,0.2352941176470588,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.6592039800995024,0.9999999999999998,Stayed,No,0.49450549450549447,0.9337336001778964,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,False,0.7467712817664214
9094-AZPHK,Female,0.737704918032787,No,No,No,No,0.0,United States,California,San Bernardino,0.3909578793299724,0.16870811782615044,0.692538762786182,0.23398939909189354,Q3,No,0.0,Offer D,Yes,0.6415283056611322,Yes,Yes,Fiber Optic,0.3294117647058823,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.8149253731343284,0.4999999999999999,Stayed,No,0.6593406593406592,0.1249722036913497,,,2025-03-13,2023-12-13 00:00:00,0.19718309859154934,True,0.7726010276350507
3649-JPUGY,Male,0.1147540983606557,Yes,No,No,No,0.0,United States,California,San Bernardino,0.39128313546918203,0.18011770623068699,0.6833301495349788,0.4687197218686475,Q3,No,0.0,Offer A,Yes,0.889377875575115,Yes,Yes,DSL,0.5647058823529412,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.7,0.4999999999999999,Stayed,No,0.5164835164835164,0.853680231265288,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.778433550895709
4472-LVYGI,Female,0.39344262295081966,No,No,Yes,No,0.0,United States,California,San Bernardino,0.39144576353878685,0.16255925949196431,0.6967685815194018,0.11529912419020842,Q3,Yes,0.18181818181818182,,No,0.0,No,Yes,Cable,0.2352941176470588,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.34129353233830845,0.4999999999999999,Stayed,No,0.3406593406593406,0.1278630197909717,,,2025-03-13,2024-05-13 00:00:00,0.1267605633802817,False,0.21941397028190524
3552-CTCYF,Male,0.3770491803278688,No,No,Yes,Yes,0.3333333333333334,United States,California,San Bernardino,0.3919336477476013,0.16655573036749108,0.6906320451431284,0.21975986473393241,Q3,Yes,0.36363636363636365,Offer B,Yes,0.814762952590518,Yes,Yes,Fiber Optic,0.8941176470588235,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8611940298507462,0.9999999999999998,Stayed,No,0.16483516483516486,0.45430286857905267,,,2025-03-13,2019-12-13 00:00:00,0.8732394366197183,True,0.8650187473961951
6778-YSNIH,Female,0.7213114754098361,No,No,No,No,0.0,United States,California,Riverside,0.40657017401203455,0.1529664323874884,0.6854522311039929,0.180367422155518,Q3,No,0.0,,Yes,0.540508101620324,No,Yes,Cable,0.30588235294117644,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4054726368159204,0.9999999999999998,Joined,No,0.30769230769230765,0.8465643762508339,,,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,True,0.4518122482988474
6579-JPICP,Male,0.19672131147540983,No,No,No,No,0.0,United States,California,Riverside,0.4072206862904538,0.14512392174648084,0.6738849030679328,0.36509489522579175,Q3,No,0.0,,Yes,0.35627125425085016,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,0.021393034825870627,0.9999999999999998,Joined,No,0.4505494505494505,0.2145875027796308,,,2025-03-13,2025-02-13 00:00:00,0.0,False,0.11984446604638238
4134-BSXLX,Male,0.21311475409836064,No,No,Yes,No,0.0,United States,California,Riverside,0.4075459424296634,0.1510158246085951,0.6906668674223837,0.46201341261850026,Q3,Yes,0.6363636363636364,Offer C,Yes,0.5773154630926185,No,Yes,Cable,0.28235294117647053,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.4243781094527363,0.4999999999999999,Stayed,No,0.7802197802197801,0.4109406270847231,,,2025-03-13,2022-11-13 00:00:00,0.38028169014084506,False,0.4777808637689209
0505-SPOOW,Female,0.36065573770491804,No,No,Yes,No,0.0,United States,California,Riverside,0.40770857049926823,0.1413596357079447,0.6901551184150398,0.16277523415088246,Q3,Yes,0.6363636363636364,Offer A,Yes,0.23424684936987397,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,0.015422885572139278,0.7499999999999999,Stayed,No,0.2747252747252747,0.55525906159662,,,2025-03-13,2019-05-13 00:00:00,0.9718309859154929,False,0.07332314956256075
4374-YMUSQ,Male,0.737704918032787,No,No,No,No,0.0,United States,California,Lake Elsinore,0.41128638803057416,0.11689964352610932,0.683547590926462,0.36578832380264836,Q3,No,0.0,Offer C,Yes,0.4482896579315863,Yes,Yes,Fiber Optic,0.1529411764705882,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.9751243781094527,0.4999999999999999,Stayed,No,0.18681318681318682,0.4489659773182121,,,2025-03-13,2022-05-13 00:00:00,0.4647887323943662,True,0.8173170393000972
3957-HHLMR,Female,0.5081967213114754,No,No,Yes,No,0.0,United States,California,Aguanga,0.41226215644820297,0.09848878926770221,0.7393995590431037,0.023006630317077337,Q3,Yes,0.09090909090909091,Offer A,Yes,0.5945189037807561,Yes,Yes,DSL,0.14117647058823524,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.46716417910447766,0.4999999999999999,Stayed,No,0.16483516483516486,0.959083833666889,,,2025-03-13,2019-05-13 00:00:00,0.9718309859154929,False,0.5136092209415359
7803-XOCCZ,Female,0.5737704918032787,No,No,Yes,Yes,0.22222222222222227,United States,California,Anza,0.4127500406570175,0.10331130235175412,0.7552894003455127,0.03546934665729429,Q3,Yes,0.09090909090909091,Offer B,Yes,0.6393278655731146,No,Yes,Fiber Optic,0.30588235294117644,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6547263681592039,0.4999999999999999,Stayed,No,0.4725274725274725,0.9108294418501223,,,2025-03-13,2020-11-13 00:00:00,0.7183098591549295,False,0.660047215664491
5736-YEJAX,Male,0.06557377049180324,Yes,No,No,No,0.0,United States,California,Hemet,0.4134005529354367,0.12582919169377904,0.7254344400849548,0.2818929650246025,Q3,No,0.0,Offer A,Yes,0.5291058211642328,Yes,Yes,DSL,0.5411764705882353,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,0.6089552238805971,0.7499999999999999,Stayed,No,0.25274725274725274,0.7084723148765844,,,2025-03-13,2019-06-13 00:00:00,0.9577464788732394,True,0.5898486321344258
8981-FJGLA,Male,0.7213114754098361,No,No,No,Yes,0.22222222222222227,United States,California,Hemet,0.4137258090746463,0.12535270248160296,0.7179351852520528,0.2439633717727074,Q3,No,0.0,Offer D,Yes,0.9425885177035407,Yes,Yes,Fiber Optic,0.2705882352941176,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.5945273631840796,0.9999999999999998,Stayed,No,0.19780219780219777,0.6410940627084722,,,2025-03-13,2024-04-13 00:00:00,0.14084507042253525,False,0.7233023191223442
1135-LMECX,Female,0.45901639344262296,No,No,No,No,0.0,United States,California,Moreno Valley,0.4147015774922752,0.141066321621288,0.7000558244664301,0.21821152421300608,Q3,No,0.0,,Yes,0.3294658931786357,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.015920398009950265,0.9999999999999998,Joined,No,0.5054945054945055,0.6453191016233044,,,2025-03-13,2025-02-13 00:00:00,0.0,False,0.10672128870990139
8535-SFUTN,Male,0.03278688524590162,Yes,No,No,No,0.0,United States,California,Moreno Valley,0.4153520897706945,0.14368382293609877,0.7114231222506355,0.12094154302106884,Q3,No,0.0,Offer B,Yes,0.721144228845769,Yes,Yes,Fiber Optic,0.8588235294117647,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8776119402985074,0.4999999999999999,Stayed,No,0.6593406593406592,0.6313097620635979,,,2025-03-13,2020-02-13 00:00:00,0.8450704225352113,True,0.843980002777392
8677-HDZEE,Female,0.3770491803278688,No,No,No,No,0.0,United States,California,Mountain Center,0.41632785818832335,0.11511615780021434,0.7660448350695183,0.014144043163554165,Q3,No,0.0,Offer B,Yes,0.05001000200040007,Yes,Yes,Fiber Optic,0.03529411764705878,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8676616915422886,0.4999999999999999,Stayed,No,0.5494505494505494,0.4912163664665332,,,2025-03-13,2020-07-13 00:00:00,0.7746478873239435,True,0.6040827662824608
2475-MROZF,Male,0.2786885245901639,No,No,No,No,0.0,United States,California,Murrieta,0.41649048625792817,0.10557191516025638,0.6892443971002148,0.34327564260881127,Q3,No,0.0,Offer C,Yes,0.057411482296459315,Yes,Yes,Fiber Optic,0.34117647058823525,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.763681592039801,0.4999999999999999,Stayed,No,0.6483516483516483,0.3544585279074938,,,2025-03-13,2022-09-13 00:00:00,0.4084507042253521,False,0.5340924871545619
3482-ABPKK,Female,0.0,Yes,No,No,No,0.0,United States,California,Nuevo,0.4173036266059522,0.1352138604141755,0.7121876295633638,0.06965632539848396,Q3,No,0.0,Offer C,Yes,0.5685137027405481,No,Yes,DSL,0.5647058823529412,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,0.35870646766169156,0.4999999999999999,Stayed,No,0.2747252747252747,0.7267066933511229,,,2025-03-13,2022-11-13 00:00:00,0.38028169014084506,False,0.42889876406054717
7531-GQHME,Male,0.2459016393442623,No,No,No,No,0.0,United States,California,San Jacinto,0.41974304765002446,0.13298322751594455,0.7203168510846003,0.04222315101544541,Q3,No,0.0,Offer D,Yes,0.7793558711742348,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.017910447761194048,0.7499999999999999,Stayed,No,0.5604395604395603,0.6655548143206582,,,2025-03-13,2024-03-13 00:00:00,0.15492957746478875,False,0.2642688515483961
5174-ITUMV,Male,0.29508196721311475,No,No,Yes,Yes,0.22222222222222227,United States,California,San Jacinto,0.4199056757196292,0.13190522648705955,0.7297492370507868,0.2026901229173395,Q3,No,0.0,Offer A,Yes,0.779755951190238,Yes,Yes,Fiber Optic,0.188235294117647,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.8671641791044776,0.9999999999999998,Stayed,No,0.43956043956043955,0.8145430286857904,,,2025-03-13,2019-08-13 00:00:00,0.9295774647887323,True,0.8570337453131509
0913-XWSCN,Male,0.1639344262295082,Yes,No,Yes,Yes,0.22222222222222227,United States,California,Sun City,0.42023093185883886,0.12582887275856347,0.705154914130931,0.08246100651632882,Q3,Yes,0.09090909090909091,Offer B,Yes,0.8379675935187038,Yes,Yes,Fiber Optic,0.6117647058823529,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.6691542288557214,0.7499999999999999,Stayed,No,0.16483516483516486,0.9802090282410496,,,2025-03-13,2020-08-13 00:00:00,0.7605633802816901,False,0.7390640188862658
