,churnreason,event_timestamp,customer_ids,gender,age,satisfactionscore,monthlycharge,avgmonthlygbdownload,churnlabel,avgmonthlylongdistancecharges,customerid,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
13792,Competitor had better devices,,14157,Female,0.8852459016393444,0.0,0.5577114427860697,0.2470588235294117,Yes,0.8075615123024604,4441-NIHPT,0.1690140845070423,False,0.6507429523677267
13793,Attitude of support person,,14158,Female,0.8032786885245902,0.2499999999999999,0.7109452736318408,0.3176470588235294,Yes,0.0792158431686337,8999-BOHSE,0.1408450704225352,True,0.5048604360505486
13794,Competitor offered more data,,14159,Male,0.9016393442622952,0.4999999999999999,0.817910447761194,0.188235294117647,Yes,0.5637127425485097,7029-RPUAV,0.2253521126760563,True,0.747673934175809
13795,Attitude of support person,,14160,Male,0.7540983606557378,0.4999999999999999,0.8696517412935324,0.3058823529411764,Yes,0.665133026605321,8111-SLLHI,0.5352112676056338,True,0.8189834745174283
13796,Competitor offered more data,,14161,Female,0.8852459016393444,0.4999999999999999,0.853731343283582,0.3176470588235294,Yes,0.3450690138027605,5293-WXJAK,0.1408450704225352,True,0.6967782252464936
13797,Attitude of service provider,,14162,Female,0.9016393442622952,0.2499999999999999,0.618407960199005,0.1058823529411764,Yes,0.0658131626325264,4086-YQSNZ,0.028169014084507,True,0.4356339397305931
13798,Competitor had better devices,,14163,Male,1.0,0.0,0.4159203980099502,0.1647058823529411,Yes,0.6925385077015402,8399-YNDCH,0.2816901408450704,True,0.5118733509234829
13799,Don't know,,14164,Female,0.9344262295081968,0.2499999999999999,0.7751243781094528,0.188235294117647,Yes,0.7751550310062012,5565-FILXA,0.2112676056338028,True,0.7912095542285795
13800,Competitor had better devices,,14165,Female,0.8852459016393444,0.2499999999999999,0.7661691542288557,0.3529411764705882,Yes,0.1226245249049809,4187-CINZD,0.6338028169014084,True,0.5584641022080267
13801,Competitor had better devices,,14166,Female,0.8360655737704918,0.0,0.7099502487562188,0.2823529411764705,Yes,0.4826965393078615,6818-WOBHJ,0.943661971830986,False,0.6442160810998472
13802,Network reliability,,14167,Male,0.918032786885246,0.2499999999999999,0.708955223880597,0.3176470588235294,Yes,0.2726545309061812,9134-CEQMF,0.0845070422535211,True,0.570615192334398
13803,Competitor had better devices,,14168,Male,0.9016393442622952,0.0,0.6701492537313433,0.2588235294117647,Yes,0.9051810362072414,8519-IMDHU,0.1971830985915493,False,0.7630884599361198
13804,Network reliability,,14169,Male,0.9344262295081968,0.4999999999999999,0.6800995024875621,0.2588235294117647,Yes,0.3836767353470693,3372-KWFBM,0.2112676056338028,True,0.5890154145257605
13805,Attitude of support person,,14170,Female,0.918032786885246,0.2499999999999999,0.5074626865671642,0.2117647058823529,Yes,0.5937187437487497,7206-GZCDC,0.0,False,0.5414525760311069
13806,Competitor made better offer,,14171,Female,0.9016393442622952,0.0,0.0691542288557214,0.0588235294117646,Yes,0.0,1768-ZAIFU,0.0,False,0.0295097903069018
13807,Competitor made better offer,,14172,Female,0.8852459016393444,0.0,0.764179104477612,0.2823529411764705,Yes,0.3806761352270454,3793-MMFUH,0.1690140845070423,True,0.6466462991251215
13808,Competitor made better offer,,14173,Female,0.819672131147541,0.4999999999999999,0.6064676616915423,0.2823529411764705,Yes,0.4012802560512102,6567-HOOPW,0.0,True,0.5437439244549369
13809,Competitor had better devices,,14174,Female,0.918032786885246,0.0,0.7562189054726368,0.0470588235294117,Yes,0.0576115223044608,8621-MNIHH,0.4647887323943662,False,0.5289543119011249
13810,Competitor had better devices,,14175,Female,0.7540983606557378,0.0,0.8114427860696517,0.1176470588235293,Yes,0.2536507301460292,5419-CONWX,0.0422535211267606,True,0.6355367310095819
13811,Poor expertise of online support,,14176,Female,0.9508196721311476,0.4999999999999999,0.7522388059701492,0.2117647058823529,Yes,0.3854770954190838,7024-OHCCK,0.0140845070422535,True,0.6399805582557977
13812,Attitude of support person,,14177,Male,0.7868852459016393,0.2499999999999999,0.6582089552238807,0.2117647058823529,Yes,0.616123224644929,5357-TZHPP,0.1126760563380282,False,0.6544229968059992
13813,Competitor had better devices,,14178,Female,0.9672131147540984,0.0,0.5701492537313433,0.1058823529411764,Yes,0.8467693538707741,0506-LVNGN,0.0563380281690141,False,0.6730315233995279
13814,Competitor made better offer,,14179,Male,0.7540983606557378,0.0,0.7805970149253731,0.0941176470588235,Yes,0.80376075215043,9809-IMGCQ,0.295774647887324,True,0.8049576447715595
13815,Competitor had better devices,,14180,Male,0.9016393442622952,0.0,0.6960199004975125,0.1058823529411764,Yes,0.7995599119823964,3254-YRILK,0.2535211267605634,True,0.7444799333425914
13816,Attitude of support person,,14181,Male,0.8360655737704918,0.4999999999999999,0.5711442786069653,0.2235294117647058,Yes,0.9277855571114224,0529-ONKER,0.1971830985915493,False,0.7018469656992086
13817,Competitor had better devices,,14182,Male,0.819672131147541,0.0,0.5616915422885572,0.2352941176470588,Yes,0.2268453690738147,5240-IJOQT,0.0,False,0.4519511179002916
13818,Competitor had better devices,,14183,Female,0.9344262295081968,0.0,0.0751243781094527,0.3058823529411764,Yes,0.0,0661-XEYAN,0.0,False,0.0336758783502291
13819,Competitor made better offer,,14184,Male,0.8524590163934427,0.0,0.7671641791044777,0.1647058823529411,Yes,0.8275655131026205,2660-EMUBI,0.1267605633802817,True,0.8038466879600055
13820,Competitor made better offer,,14185,Female,0.9344262295081968,0.4999999999999999,0.2661691542288557,0.0705882352941176,Yes,0.6029205841168234,7675-OZCZG,0.028169014084507,False,0.3762671851131787
13821,Competitor made better offer,,14186,Male,0.9508196721311476,0.2499999999999999,0.618905472636816,0.2235294117647058,Yes,0.1394278855771153,9391-EOYLI,0.1549295774647887,False,0.4615331203999444
13822,Competitor made better offer,,14187,Male,0.9016393442622952,0.2499999999999999,0.5616915422885572,0.1294117647058823,Yes,0.1302260452090418,2761-OCIAX,0.0140845070422535,False,0.4184141091515068
13823,Competitor made better offer,,14188,Male,0.9508196721311476,0.0,0.7019900497512437,0.2352941176470588,Yes,0.9921984396879376,3068-OMWZA,0.0,True,0.8155117344813222
13824,Competitor made better offer,,14189,Male,0.9344262295081968,0.0,0.7044776119402985,0.0588235294117646,Yes,0.0294058811762352,4154-AQUGT,0.1690140845070423,False,0.4830579086238022
13825,Competitor made better offer,,14190,Female,0.9508196721311476,0.2499999999999999,0.7611940298507462,0.2705882352941176,Yes,0.6235247049409882,8017-LXHFA,0.3098591549295775,True,0.7288571031801139
13826,Competitor made better offer,,14191,Female,1.0,0.0,0.6676616915422885,0.0705882352941176,Yes,0.7365473094618924,4248-QPAVC,0.2253521126760563,False,0.7028190529093181
13827,Competitor made better offer,,14192,Male,0.8032786885245902,0.0,0.2666666666666666,0.0235294117647058,Yes,0.81876375275055,4690-LLKUA,0.2253521126760563,False,0.4515345090959587
13828,Competitor made better offer,,14193,Female,0.9836065573770494,0.2499999999999999,0.6606965174129353,0.1999999999999999,Yes,0.190638127625525,9490-DFPMD,0.5774647887323944,True,0.508471045688099
13829,Competitor made better offer,,14194,Male,0.7540983606557378,0.4999999999999999,0.6054726368159203,0.188235294117647,Yes,0.8461692338467693,8580-AECUZ,0.0,True,0.6974725732537148
13830,Competitor made better offer,,14195,Male,0.8032786885245902,0.2499999999999999,0.3174129353233831,0.1411764705882352,Yes,0.7957591518303662,5047-LHVLY,0.0,False,0.4789612553811971
13831,Competitor had better devices,,14196,Female,0.8688524590163935,0.0,0.5109452736318407,0.176470588235294,Yes,0.6903380676135227,8375-DKEBR,0.0,False,0.5774198028051658
13832,Attitude of support person,,14197,Female,0.7704918032786886,0.0,0.9447761194029852,0.2705882352941176,Yes,0.5591118223644729,7279-BUYWN,0.5633802816901408,True,0.8346063046799057
13833,Competitor had better devices,,14198,Male,0.8032786885245902,0.0,0.7189054726368159,0.0470588235294117,Yes,0.5223044608921784,7156-MHUGY,0.1690140845070423,True,0.6642133037078184
13834,Attitude of support person,,14199,Male,0.819672131147541,0.0,0.664179104477612,0.2705882352941176,Yes,0.1198239647929585,9606-PBKBQ,0.4366197183098591,False,0.4863213442577419
13835,Competitor had better devices,,14200,Male,0.9344262295081968,0.0,0.6671641791044776,0.1176470588235293,Yes,0.9921984396879376,3536-IQCTX,0.4366197183098591,False,0.7912095542285795
13836,Attitude of support person,,14201,Male,0.8360655737704918,0.2499999999999999,0.2646766169154229,0.0352941176470587,Yes,0.0,3132-TVFDZ,0.7887323943661971,False,0.1659491737258714
13837,Attitude of support person,,14202,Male,0.8524590163934427,0.2499999999999999,0.2671641791044776,0.1647058823529411,Yes,0.3056611322264452,8080-DDEMJ,0.0,False,0.2737814192473268
13838,Poor expertise of online support,,14203,Male,0.918032786885246,0.4999999999999999,0.2492537313432835,0.3058823529411764,Yes,0.0,6702-OHFWR,0.0,False,0.1551867796139424
13839,Attitude of support person,,14204,Female,0.7868852459016393,0.0,0.3870646766169154,0.3176470588235294,Yes,0.5221044208841769,4510-PYUSH,0.5211267605633803,False,0.4325788084988196
13840,Attitude of support person,,14205,Female,0.7540983606557378,0.0,0.818407960199005,0.2588235294117647,Yes,0.3196639327865573,8840-DQLGN,0.4788732394366197,True,0.6633106512984308
13841,Competitor had better devices,,14206,Female,1.0,0.0,0.2671641791044776,0.1647058823529411,Yes,0.3048609721944388,4193-ORFCL,0.0,False,0.2735036800444382
13842,Attitude of support person,,14207,Male,0.8524590163934427,0.4999999999999999,0.3199004975124378,0.3411764705882352,Yes,0.0930186037207441,7776-QWNFX,0.4084507042253521,False,0.2367726704624357
13843,Attitude of support person,,14208,Female,0.8360655737704918,0.4999999999999999,0.6039800995024875,0.2352941176470588,Yes,0.2454490898179635,6689-TCZHQ,0.0563380281690141,False,0.4879183446743507
13844,Competitor made better offer,,14209,Male,0.8852459016393444,0.0,0.7492537313432835,0.0705882352941176,Yes,0.6035207041408281,9497-QCMMS,0.0,True,0.713581447021247
13845,Competitor made better offer,,14210,Male,0.9672131147540984,0.0,0.9014925373134328,0.2235294117647058,Yes,0.9877975595119024,3424-NMNBO,0.8028169014084507,True,0.9532009443132896
13846,Attitude of support person,,14211,Female,0.9344262295081968,0.2499999999999999,0.6616915422885572,0.0823529411764705,Yes,0.3502700540108022,4514-GFCFI,0.2112676056338028,True,0.5645743646715735
13847,Competitor made better offer,,14212,Female,0.8852459016393444,0.2499999999999999,0.5144278606965175,0.3176470588235294,Yes,0.4500900180036007,8000-REIQB,0.0,False,0.4964588251631718
13848,Competitor made better offer,,14213,Female,0.8032786885245902,0.0,0.6243781094527363,0.1294117647058823,Yes,0.9457891578315664,4795-KTRTH,0.0563380281690141,False,0.7452437161505348
13849,Product dissatisfaction,,14214,Male,0.9836065573770494,0.0,0.781592039800995,0.0823529411764705,Yes,0.8455691138227646,9961-JBNMK,0.2816901408450704,True,0.8201638661297042
13850,Competitor made better offer,,14215,Female,0.7868852459016393,0.0,0.8945273631840797,0.1176470588235293,Yes,0.6367273454690938,6179-GJPSO,0.5915492957746479,True,0.8264824329954175
13851,Competitor made better offer,,14216,Female,0.819672131147541,0.4999999999999999,0.745771144278607,0.0705882352941176,Yes,0.6749349869973995,8290-YWKHZ,0.4366197183098591,True,0.7359394528537704
13852,Attitude of service provider,,14217,Female,0.8688524590163935,0.4999999999999999,0.5203980099502488,0.1529411764705882,Yes,0.3640728145629126,8051-HJRLT,0.0,False,0.4707679488959866
13853,Attitude of service provider,,14218,Male,0.918032786885246,0.4999999999999999,0.7985074626865671,0.3294117647058823,Yes,0.5157031406281256,4021-RQSNY,0.3943661971830985,True,0.717469795861686
13854,Competitor had better devices,,14219,Male,0.7868852459016393,0.0,0.7661691542288557,0.0705882352941176,Yes,0.634126825365073,9061-TIHDA,0.1690140845070423,True,0.7360088876544926
13855,Attitude of service provider,,14220,Male,0.8688524590163935,0.4999999999999999,0.5587064676616916,0.1999999999999999,Yes,0.1784356871374274,8699-ASUFO,0.0845070422535211,False,0.4330648521038746
13856,Competitor had better devices,,14221,Female,0.8032786885245902,0.0,0.699502487562189,0.3294117647058823,Yes,0.4314862972594518,4695-WJZUE,0.0140845070422535,False,0.6191501180391612
13857,Attitude of service provider,,14222,Female,0.8032786885245902,0.4999999999999999,0.726865671641791,0.0235294117647058,Yes,0.872374474894979,3988-RQIXO,0.0,True,0.7912789890293015
13858,Attitude of service provider,,14223,Male,0.918032786885246,0.2499999999999999,0.5159203980099502,0.2588235294117647,Yes,0.3210642128425685,5931-FLJJF,0.0845070422535211,False,0.4527149007082349
13859,Attitude of support person,,14224,Male,0.9016393442622952,0.2499999999999999,0.7661691542288557,0.2470588235294117,Yes,0.9983996799359872,3207-OYBWH,0.7887323943661971,False,0.8624496597694766
13860,Attitude of service provider,,14225,Female,0.9672131147540984,0.0,0.8213930348258707,0.2705882352941176,Yes,0.3470694138827765,7216-EWTRS,0.0,True,0.6749062630190252
13861,Competitor had better devices,,14226,Male,0.7704918032786886,0.0,0.5791044776119403,0.0941176470588235,Yes,0.021004200840168,2528-HFYZX,0.2253521126760563,False,0.3926537980835995
13862,Attitude of service provider,,14227,Female,0.8852459016393444,0.2499999999999999,0.6825870646766169,0.2352941176470588,Yes,0.3676735347069413,4140-MUHUG,0.028169014084507,True,0.5851965004860434
13863,Competitor had better devices,,14228,Male,0.9836065573770494,0.0,0.808457711442786,0.2941176470588235,Yes,0.5773154630926185,1587-FKLZB,0.9154929577464788,True,0.7457991945563117
13864,Attitude of service provider,,14229,Male,0.819672131147541,0.4999999999999999,0.8970149253731343,0.0470588235294117,Yes,0.9777955591118224,5440-FLBQG,0.9577464788732394,True,0.9466046382446884
13865,Competitor made better offer,,14230,Female,0.7540983606557378,0.4999999999999999,0.6447761194029851,0.0352941176470587,Yes,0.8827765553110622,2774-LVQUS,0.1971830985915493,False,0.7376058880711013
13866,Attitude of service provider,,14231,Female,0.8032786885245902,0.4999999999999999,0.8606965174129353,0.0470588235294117,Yes,0.6917383476695338,4612-THJBS,0.7746478873239435,True,0.8219691709484793
13867,Competitor made better offer,,14232,Female,0.9836065573770494,0.2499999999999999,0.7562189054726368,0.1058823529411764,Yes,0.4230846169233846,4094-NSEDU,0.2816901408450704,True,0.6558116928204417
13868,Competitor made better offer,,14233,Female,1.0,0.2499999999999999,0.5164179104477613,0.0941176470588235,Yes,0.9595919183836767,1846-XWOQN,0.0,False,0.6746979586168589
13869,Moved,,14234,Male,0.9508196721311476,0.2499999999999999,0.8766169154228856,0.0352941176470587,Yes,0.1584316863372674,3757-NJYBX,0.4366197183098591,True,0.6479655603388419
13870,Competitor had better devices,,14235,Female,0.7540983606557378,0.0,0.7592039800995025,0.2352941176470588,Yes,0.9901980396079216,9898-KZQDZ,0.5492957746478873,True,0.8547423968893211
13871,Competitor offered more data,,14236,Male,0.7704918032786886,0.4999999999999999,0.0616915422885572,0.0705882352941176,Yes,0.0,8263-JQAIK,0.0140845070422535,False,0.0243021802527426
13872,Competitor made better offer,,14237,Male,0.918032786885246,0.4999999999999999,0.6621890547263681,0.1529411764705882,Yes,0.7903580716143228,2205-YMZZJ,0.0845070422535211,True,0.7176781002638523
13873,Competitor made better offer,,14238,Female,0.9016393442622952,0.4999999999999999,0.8129353233830845,0.0470588235294117,Yes,0.7873574714942988,1254-IZEYF,0.4225352112676056,True,0.8218303013470352
13874,Product dissatisfaction,,14239,Female,1.0,0.0,0.8616915422885572,0.0823529411764705,Yes,0.5993198639727946,9221-OTIVJ,0.1830985915492958,True,0.7905846410220803
13875,Competitor had better devices,,14240,Male,0.9016393442622952,0.0,0.5567164179104478,0.1058823529411764,Yes,0.4706941388277655,5908-QMGOE,0.1971830985915493,False,0.5331203999444522
13876,Price too high,,14241,Male,0.8360655737704918,0.2499999999999999,0.7522388059701492,0.176470588235294,Yes,0.2156431286257251,0397-GZBBC,0.8169014084507041,True,0.5810304124427162
13877,Product dissatisfaction,,14242,Male,0.9344262295081968,0.0,0.8203980099502488,0.1999999999999999,Yes,0.982396479295859,7641-EUYET,0.6338028169014084,True,0.8947368421052633
13878,Poor expertise of online support,,14243,Female,0.8688524590163935,0.4999999999999999,0.7109452736318408,0.0705882352941176,Yes,0.7273454690938188,8922-LIEGH,0.3380281690140845,False,0.7298291903902236
13879,Poor expertise of phone support,,14244,Female,0.7704918032786886,0.4999999999999999,0.7776119402985076,0.1647058823529411,Yes,0.6423284656931386,8245-UMPYT,0.2112676056338028,True,0.7468407165671435
13880,Price too high,,14245,Male,0.918032786885246,0.2499999999999999,0.5099502487562189,0.176470588235294,Yes,0.8241648329665934,5186-SAMNZ,0.0,False,0.6231773364810445
13881,Product dissatisfaction,,14246,Male,0.7540983606557378,0.2499999999999999,0.6666666666666666,0.0588235294117646,Yes,0.4908981796359271,5373-SFODM,0.4929577464788732,False,0.6168587696153313
13882,Limited range of services,,14247,Male,0.9836065573770494,0.0,0.4422885572139304,0.1999999999999999,Yes,0.2134426885377075,0022-TCJCI,0.6197183098591549,False,0.3639772253853632
13883,Price too high,,14248,Male,0.8852459016393444,0.2499999999999999,0.8726368159203981,0.2588235294117647,Yes,0.926985397079416,5130-IEKQT,0.3380281690140845,True,0.9119566726843495
13884,Don't know,,14249,Male,0.9836065573770494,0.0,0.7701492537313434,0.2705882352941176,Yes,0.8387677535507101,3269-ATYWD,0.5352112676056338,True,0.809818080822108
13885,Don't know,,14250,Female,0.8360655737704918,0.2499999999999999,0.8024875621890548,0.2470588235294117,Yes,0.9591918383676736,0354-WYROK,0.4225352112676056,True,0.8741841410915152
13886,Competitor had better devices,,14251,Male,0.8524590163934427,0.0,0.5751243781094527,0.3294117647058823,Yes,0.6051210242048409,7576-OYWBN,0.028169014084507,False,0.5926260241633106
13887,Competitor had better devices,,14252,Male,0.819672131147541,0.0,0.5124378109452736,0.0588235294117646,Yes,0.6769353870774155,5539-TMZLF,0.0,False,0.5738091931676156
13888,Product dissatisfaction,,14253,Female,0.8360655737704918,0.0,0.9174129353233832,0.2941176470588235,Yes,0.3448689737947589,3336-JORSO,0.4507042253521127,True,0.7411470629079295
13889,Attitude of support person,,14254,Male,0.8524590163934427,0.2499999999999999,0.8059701492537313,0.0235294117647058,Yes,0.8585717143428686,6861-XWTWQ,0.0845070422535211,True,0.8416886543535621
13890,Network reliability,,14255,Male,0.7868852459016393,0.4999999999999999,0.6129353233830845,0.176470588235294,Yes,0.3356671334266853,4283-FUTGF,0.2535211267605634,False,0.5254825718650187
13891,Don't know,,14256,Male,0.7868852459016393,0.0,0.618905472636816,0.0235294117647058,Yes,0.5399079815963193,2397-BRLOM,0.0985915492957746,True,0.6005415914456326
13892,Attitude of support person,,14257,Female,0.819672131147541,0.0,0.8213930348258707,0.3294117647058823,Yes,0.1444288857771554,8510-AWCXC,0.1690140845070423,True,0.6045688098875157
13893,Competitor had better devices,,14258,Male,0.918032786885246,0.0,0.6069651741293532,0.2117647058823529,Yes,0.1502300460092018,8225-BTJAU,0.1267605633802817,False,0.4569504235522845
13894,Attitude of support person,,14259,Male,0.7868852459016393,0.2499999999999999,0.708955223880597,0.0705882352941176,Yes,0.9145829165833166,1724-BQUHA,0.0563380281690141,True,0.7934314678516872
13895,Competitor had better devices,,14260,Male,0.7704918032786886,0.0,0.6746268656716418,0.2705882352941176,Yes,0.7757551510302061,4826-XTSOH,0.0,True,0.7212887099014027
13896,Deceased,,14261,Female,0.7868852459016393,0.0,0.163681592039801,0.0470588235294117,Yes,0.0,2408-WITXK,0.1267605633802817,False,0.0954728509929176
13897,Moved,,14262,Male,0.8524590163934427,0.0,0.4159203980099502,0.0705882352941176,Yes,0.4334866973394679,2634-HCZGT,0.732394366197183,False,0.4219552839883349
13898,Competitor had better devices,,14263,Male,0.9016393442622952,0.0,0.5577114427860697,0.0941176470588235,Yes,0.5225045009001801,7503-QQRVF,0.2112676056338028,False,0.551798361338703
13899,Competitor had better devices,,14264,Female,0.8360655737704918,0.0,0.5601990049751243,0.3176470588235294,Yes,0.3512702540508101,0709-TVGUR,0.1126760563380282,False,0.4940980419386196
13900,Attitude of support person,,14265,Male,0.9344262295081968,0.0,0.8621890547263682,0.2588235294117647,Yes,0.870374074814963,3001-CBHLQ,0.4366197183098591,True,0.8850159700041662
13901,Competitor made better offer,,14266,Male,0.7868852459016393,0.4999999999999999,0.5587064676616916,0.3411764705882352,Yes,0.3472694538907781,4102-OQUPX,0.0,False,0.4916678239133454
13902,Product dissatisfaction,,14267,Male,1.0,0.0,0.5119402985074627,0.2352941176470588,Yes,0.2978595719143829,3999-QGRJH,0.0985915492957746,False,0.441883071795584
13903,Service dissatisfaction,,14268,Female,0.7868852459016393,0.4999999999999999,0.7945273631840795,0.3176470588235294,Yes,0.6127225445089017,2454-RPBRZ,0.1549295774647887,True,0.74836828218303
13904,Network reliability,,14269,Female,0.8032786885245902,0.0,0.8094527363184079,0.2352941176470588,Yes,0.3782756551310262,2265-CYWIV,0.0422535211267606,True,0.6774059158450214
13905,Competitor had better devices,,14270,Male,0.819672131147541,0.0,0.8427860696517413,0.2352941176470588,Yes,0.3490698139627925,4550-VBOFE,0.9718309859154928,True,0.6905290931815027
13906,Competitor made better offer,,14271,Female,1.0,0.4999999999999999,0.5248756218905473,0.0588235294117646,Yes,0.5729145829165834,7409-KIUTL,0.0,False,0.5463824468823775
13907,Competitor made better offer,,14272,Female,0.8852459016393444,0.4999999999999999,0.5203980099502488,0.3058823529411764,Yes,0.5391078215643128,1732-VHUBQ,0.647887323943662,False,0.5315233995278433
13908,Competitor had better devices,,14273,Female,0.8852459016393444,0.0,0.5074626865671642,0.0941176470588235,Yes,0.7461492298459691,0679-IDSTG,0.0,False,0.5943618941813636
13909,Competitor had better devices,,14274,Male,0.7540983606557378,0.0,0.6522388059701492,0.0823529411764705,Yes,0.5727145429085817,8802-UNOJF,0.1549295774647887,False,0.6351895570059714
13910,Price too high,,14275,Male,0.8852459016393444,0.2499999999999999,0.3601990049751244,0.2941176470588235,Yes,0.0,6313-GIDIT,0.732394366197183,False,0.2326065824191085
13911,Product dissatisfaction,,14276,Male,0.9672131147540984,0.0,0.8114427860696517,0.176470588235294,Yes,0.4512902580516102,2845-AFFTX,0.5633802816901408,True,0.7041383141230384
13912,Price too high,,14277,Male,0.8032786885245902,0.2499999999999999,0.5174129353233831,0.1999999999999999,Yes,0.0454090818163632,2815-CPTUL,0.0563380281690141,False,0.3580752673239827
13913,Competitor had better devices,,14278,Male,0.7540983606557378,0.0,0.7134328358208956,0.0470588235294117,Yes,0.3268653730746149,1891-FZYSA,0.9577464788732394,True,0.5925565893625886
13914,Extra data charges,,14279,Male,0.7868852459016393,0.4999999999999999,0.564179104477612,0.1294117647058823,Yes,0.3264652930586117,9685-WKZGT,0.1830985915492958,False,0.4882655186779615
13915,Competitor had better devices,,14280,Female,0.8360655737704918,0.0,0.5587064676616916,0.1058823529411764,Yes,0.6645329065813163,6022-UGGSO,0.4366197183098591,False,0.6017914178586308
13916,Poor expertise of online support,,14281,Female,0.819672131147541,0.4999999999999999,0.5253731343283582,0.2823529411764705,Yes,0.092018403680736,3923-CSIHK,0.6901408450704225,False,0.3798083599500069
13917,Attitude of support person,,14282,Female,0.8852459016393444,0.0,0.1208955223880596,0.1529411764705882,Yes,0.0,3677-IYRBF,0.0140845070422535,False,0.0656158866824051
13918,Product dissatisfaction,,14283,Male,0.9016393442622952,0.0,0.8771144278606966,0.3411764705882352,Yes,0.3524704940988197,8118-LSUEL,0.3098591549295775,True,0.7156644910429109
13919,Network reliability,,14284,Female,0.9672131147540984,0.4999999999999999,0.6696517412935323,0.2941176470588235,Yes,0.1098219643928785,5277-ZLOOR,0.0140845070422535,True,0.4866685182613526
13920,Attitude of support person,,14285,Male,0.9508196721311476,0.4999999999999999,0.6109452736318408,0.0470588235294117,Yes,0.124624924984997,4248-HCETZ,0.4084507042253521,False,0.4508401610887378
13921,Limited range of services,,14286,Female,0.8360655737704918,0.0,0.0119402985074627,0.0,Yes,0.4584916983396679,9174-FKWZE,0.0,False,0.1487293431467851
13922,Extra data charges,,14287,Female,0.9672131147540984,0.4999999999999999,0.6736318407960199,0.1058823529411764,Yes,0.9791958391678336,5307-DZCVC,0.4366197183098591,True,0.7912095542285795
13923,Price too high,,14288,Female,0.918032786885246,0.0,0.4094527363184079,0.188235294117647,Yes,0.736747349469894,8679-JOEVF,0.2112676056338028,True,0.5227051798361337
13924,Service dissatisfaction,,14289,Female,0.918032786885246,0.0,0.808955223880597,0.0235294117647058,Yes,0.947989597919584,4803-AXVYP,0.5211267605633803,True,0.8748090542980143
13925,Poor expertise of online support,,14290,Male,0.9344262295081968,0.4999999999999999,0.7646766169154229,0.2352941176470588,Yes,0.259251850370074,5649-ANRML,0.0140845070422535,False,0.6048465490904041
13926,Competitor made better offer,,14291,Male,0.8360655737704918,0.2499999999999999,0.6293532338308457,0.188235294117647,Yes,0.1900380076015203,7395-IGJOS,0.2253521126760563,False,0.4863907790584641
13927,Competitor had better devices,,14292,Male,0.7868852459016393,0.0,0.1810945273631841,0.2352941176470588,Yes,0.0,7890-VYYWG,0.028169014084507,False,0.107623941119289
13928,Competitor had better devices,,14293,Female,0.819672131147541,0.0,0.0676616915422885,0.2470588235294117,Yes,0.0,9907-SWKKF,0.0,False,0.0284682682960699
13929,Competitor had better devices,,14294,Female,0.8360655737704918,0.0,0.3711442786069652,0.2470588235294117,Yes,0.0,6397-JNZZG,0.5915492957746479,False,0.2402444104985418
13930,Limited range of services,,14295,Male,0.9016393442622952,0.0,0.6805970149253732,0.0470588235294117,Yes,0.9301860372074416,7779-LGOVN,0.1267605633802817,False,0.7790584641022081
13931,Lack of affordable download/upload speed,,14296,Female,0.9508196721311476,0.0,0.8805970149253731,0.0235294117647058,Yes,0.8371674334866974,9710-ZUSHQ,0.5070422535211268,True,0.8863352312178863
13932,Product dissatisfaction,,14297,Male,0.7704918032786886,0.0,0.826865671641791,0.0470588235294117,Yes,0.9701940388077616,3902-FOIGH,0.1549295774647887,True,0.8950145813081516
13933,Don't know,,14298,Male,0.8360655737704918,0.2499999999999999,0.7681592039800995,0.3411764705882352,Yes,0.7021404280856172,3318-OSATS,0.4788732394366197,True,0.7610054159144565
13934,Poor expertise of online support,,14299,Female,0.8032786885245902,0.2499999999999999,0.5109452736318407,0.1176470588235293,Yes,0.9161832366473296,2636-ALXXZ,0.0,False,0.6558116928204416
13935,Product dissatisfaction,,14300,Female,0.7540983606557378,0.0,0.5990049751243781,0.1529411764705882,Yes,0.3674734946989398,9885-CSMWE,0.0,True,0.5268018330787392
13936,Competitor made better offer,,14301,Female,0.9344262295081968,0.4999999999999999,0.6587064676616916,0.2470588235294117,Yes,0.258251650330066,8058-JMEQO,0.1126760563380282,False,0.5305513123177337
13937,Lack of affordable download/upload speed,,14302,Male,0.8852459016393444,0.4999999999999999,0.5164179104477613,0.3529411764705882,Yes,0.1150230046009201,7657-DYEPJ,0.5211267605633803,True,0.38154422996806
13938,Long distance charges,,14303,Male,0.8360655737704918,0.2499999999999999,0.7915422885572139,0.1294117647058823,Yes,0.389877975595119,8276-MQBYC,0.704225352112676,True,0.6689348701569227
13939,Service dissatisfaction,,14304,Female,0.8032786885245902,0.4999999999999999,0.645771144278607,0.2941176470588235,Yes,0.8367673534706941,6015-VVHHE,0.0563380281690141,True,0.7223302319122344
13940,Long distance charges,,14305,Female,0.9508196721311476,0.4999999999999999,0.5691542288557214,0.2941176470588235,Yes,0.4692938587717543,2516-VQRRV,0.0140845070422535,False,0.5413137064296626
13941,Extra data charges,,14306,Female,0.8852459016393444,0.0,0.364179104477612,0.0705882352941176,Yes,0.5149029805961192,7580-UGXNC,0.0140845070422535,False,0.4141091515067352
13942,Price too high,,14307,Male,0.8524590163934427,0.0,0.7646766169154229,0.1294117647058823,Yes,0.0978195639127825,5178-LMXOP,0.0,True,0.5488126649076517
